Respondent ID,Identify which division you work in.,Unnamed: 8,Which of the following best describes your position level?,Which generation are you apart of?,Please select the gender in which you identify.,Which duration range best aligns with your tenure at your company?,Which of the following best describes your employment type?,Question + Subquestion,Answer,Question,Respondents,Same Answer
8087395217.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
5177954332.0,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
1582292985.0,People,,Chief / Executive,Millennial (born between 1981-2000),Female,10+ years,Full time Employee,Unnamed: 74,Answer 2,,,8.0
2932152777.0,Finance,,,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
1627698070.0,Port Operations,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
9748686287.0,People,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
7149169711.0,People,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
6206953310.0,Executive,,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
9983361274.0,Information Technology,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
8250575077.0,Finance,,Department Lead,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
9183378071.0,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
3868607625.0,Legal,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
1411900712.0,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
3860289517.0,Government & Public Relations,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
6014941727.0,Commercial,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
9323454815.0,Finance,,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
8311558071.0,People,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
7819918439.0,People,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
2007145908.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
5386015734.0,Port Operations,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
2373830201.0,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
3564004995.0,Infrastructure,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,,,,0.0
4947111306.0,People,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
5078285109.0,Finance,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
6225804357.0,Other (please specify),Rather not say,Manager,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Unnamed: 74,,,,0.0
2014555149.0,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
2243120133.0,People,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
3550987529.0,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
4228546491.0,Information Technology,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
2062616124.0,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
3244391841.0,People,,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
5488107363.0,People,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
8585347438.0,Infrastructure,,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
7133066581.0,Information Technology,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
2817787256.0,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
1636734067.0,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
5202048947.0,People,,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
3184415812.0,Port Operations,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
5157551249.0,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Unnamed: 74,Answer 2,,,8.0
9597476932.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
5350663671.0,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,,,,0.0
7164689614.0,Port Security & Emergency Operations,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
4295285752.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
4008763646.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
6909546929.0,Finance,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,Answer 2,,,8.0
7331440341.0,Information Technology,,Staff,Millennial (born between 1981-2000),Prefer not to answer,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
4617669690.0,Legal,,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Unnamed: 74,Answer 2,,,8.0
1892199000.0,Infrastructure,,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
7480026174.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
1859209548.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
2065485156.0,Port Security & Emergency Operations,,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
8008971893.0,Executive,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
1967962301.0,Port Operations,,Department Lead,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Unnamed: 74,,,,0.0
8708081021.0,Port Security & Emergency Operations,,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
9462494279.0,Commercial,,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
2126438547.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
8748263039.0,Infrastructure,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
4366243452.0,Information Technology,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
1368436554.0,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
6588311032.0,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
9652438783.0,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,Answer 3,,,6.0
8895572278.0,Infrastructure,,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
5633495172.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
6665212340.0,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
2850296334.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
2781168270.0,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
6478560213.0,Information Technology,,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
9328885416.0,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
6285007368.0,People,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
6776579131.0,Commercial,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
6270834102.0,Finance,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
4341029891.0,Finance,,Staff,Prefer not to answer,Male,3-5 years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
9298970467.0,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
3530464299.0,Legal,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
1962504465.0,Information Technology,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
3206389468.0,Commercial,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,,,,0.0
1914548336.0,Finance,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 2,,,8.0
6912636653.0,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
7447366993.0,Information Technology,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
9858203307.0,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
2375491161.0,Information Technology,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
6983214026.0,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
7876887860.0,Internal Audit,,Manager,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
5282809243.0,Finance,,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
4304756587.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,,,,0.0
6841338036.0,Executive,,Chief / Executive,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
1338692945.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
1220878407.0,Executive,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
1021794253.0,Commercial,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
7103482882.0,Infrastructure,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
6080354155.0,Executive,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
8046048988.0,Commercial,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,Answer 3,,,6.0
2102054017.0,Finance,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
6796580906.0,Finance,,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
3966690436.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
8630148625.0,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Unnamed: 74,,,,0.0
1264208927.0,Port Security & Emergency Operations,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
9625886165.0,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
9351204267.0,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
1485638866.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
9137601822.0,Finance,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
4910729713.0,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
8453428178.0,Commercial,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
6903105973.0,Finance,,Manager,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
2628194343.0,Executive,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
2254451126.0,Port Security & Emergency Operations,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 4,,,14.0
1426184525.0,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Unnamed: 74,Answer 6,,,17.0
1001882880.0,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
1941311372.0,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
8569413026.0,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,Answer 5,,,21.0
5953471955.0,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
3933988341.0,People,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
7963965247.0,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 74,,,,0.0
9735550076.0,People,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
5559071396.0,Port Security & Emergency Operations,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
8253262223.0,People,,Department Lead,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Unnamed: 74,Answer 7,,,11.0
7325851635.0,Infrastructure,,Manager,Millennial (born between 1981-2000),Prefer not to answer,3-5 years,Full time Employee,Unnamed: 74,Answer 3,,,6.0
3370365802.0,Port Security & Emergency Operations,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Unnamed: 74,Answer 2,,,8.0
2841747833.0,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 74,,,,0.0
7940065082.0,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Unnamed: 74,,,,0.0
5157705612.0,Finance,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Unnamed: 74,,,,0.0
9920755555.0,Port Operations,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,,,,0.0
6638341389.0,Infrastructure,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Unnamed: 74,Answer 1,,,13.0
8114622230.0,Information Technology,,Staff,Prefer not to answer,Male,5-10 years,Full time Employee,Unnamed: 74,Answer 8,,,18.0
,Response,Other (please specify),Response,Response,Response,Response,Response,Unnamed: 75,Response 9,,,0.0
5379192392.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Unnamed: 75,,,,0.0
2658722536.0,Finance,,Staff,,,10+ years,Full time Employee,Unnamed: 75,Answer 6,,,13.0
4044163394.0,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Unnamed: 75,Answer 7,,,17.0
5535865599.0,Infrastructure,,Manager,Millennial (born between 1981-2000),Non-Binary,5-10 years,Full time Employee,Unnamed: 75,Answer 3,,,17.0
3356802928.0,Port Operations,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Unnamed: 75,Answer 5,,,15.0
3399511781.0,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Unnamed: 75,Answer 6,,,13.0
9860597462.0,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Unnamed: 75,,,,0.0
1494621946.0,Infrastructure,,Chief / Executive,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Unnamed: 75,Answer 6,,,13.0
8646387163.0,Information Technology,,Manager,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Unnamed: 75,Answer 2,,,12.0
2455127238.0,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Unnamed: 75,Answer 6,,,13.0
